day,operation,hour,country,operator,operation_id,price
2024-01-18,Store WS,02,France,Uber,77725,84
2024-01-18,Store WS,10,Japan,Snapchat,45677,62
2024-01-18,Store CO,04,Brazil,Twitter,48701,92
2024-01-18,Store XX,09,Japan,Twitter,19343,49
2024-01-18,Store CO,03,UK,Uber,89268,96
2024-01-18,Store CO,05,USA,Amazon,49000,37
2024-01-18,Store XX,01,Canada,Amazon,27706,47
2024-01-18,Store XX,06,Brazil,Amazon,93434,47
2024-01-18,Store XX,10,Italy,Uber,55370,52
2024-01-18,Store XX,03,Japan,Twitter,28330,4
2024-01-18,Store CO,01,Japan,Twitter,34907,18
2024-01-18,Store CO,09,Canada,Uber,38721,56
2024-01-18,Store XX,00,Italy,Snapchat,98929,86
2024-01-18,Store XX,04,Japan,Twitter,90078,92
2024-01-18,Store XX,10,UK,Snapchat,50634,75
2024-01-18,Store WS,03,China,Twitter,19059,8
2024-01-18,Store XX,02,Italy,Amazon,87858,86
2024-01-18,Store XX,04,Italy,Uber,66524,78
2024-01-18,Store WS,07,Japan,Amazon,44957,61
2024-01-18,Store CO,07,Japan,Twitter,42925,40
2024-01-18,Store XX,04,China,Snapchat,87065,99
2024-01-18,Store WS,11,Italy,Twitter,12067,20
2024-01-18,Store CO,07,Japan,Snapchat,82985,26
2024-01-18,Store WS,00,Brazil,Uber,60085,40
2024-01-18,Store CO,08,Brazil,Uber,46591,80
2024-01-18,Store XX,04,Brazil,Snapchat,67602,81
2024-01-18,Store WS,01,Brazil,Uber,86161,45
2024-01-18,Store WS,00,Canada,Snapchat,30172,68
2024-01-18,Store WS,01,Canada,Uber,67384,48
2024-01-18,Store WS,07,Italy,Amazon,29322,1
2024-01-18,Store WS,02,Brazil,Twitter,92265,17
2024-01-18,Store WS,05,USA,Twitter,70724,2
2024-01-18,Store XX,08,China,Uber,51816,88
2024-01-18,Store CO,04,Japan,Uber,14215,27
2024-01-18,Store XX,09,Brazil,Twitter,30797,79
2024-01-18,Store WS,08,Brazil,Snapchat,82511,22
2024-01-18,Store WS,09,UK,Snapchat,59414,34
2024-01-18,Store WS,02,France,Snapchat,66929,48
2024-01-18,Store WS,09,France,Twitter,98041,88
2024-01-18,Store CO,02,China,Uber,73656,12
2024-01-18,Store CO,03,Brazil,Uber,43074,93
2024-01-18,Store CO,09,Brazil,Uber,51466,45
2024-01-18,Store WS,04,Japan,Twitter,23076,64
2024-01-18,Store CO,08,USA,Snapchat,21373,22
2024-01-18,Store WS,01,Italy,Snapchat,11015,6
2024-01-18,Store XX,05,Italy,Uber,43906,1
2024-01-18,Store CO,01,USA,Snapchat,70778,39
2024-01-18,Store WS,02,USA,Uber,88749,99
2024-01-18,Store CO,04,Italy,Twitter,15846,12
2024-01-18,Store WS,06,France,Uber,38618,65
2024-01-18,Store WS,09,Italy,Amazon,40629,54
2024-01-18,Store WS,11,Brazil,Amazon,75319,101
2024-01-18,Store CO,04,Canada,Uber,99143,66
2024-01-18,Store CO,01,Canada,Amazon,84752,57
2024-01-18,Store WS,01,Italy,Twitter,16266,101
2024-01-18,Store XX,04,China,Snapchat,96702,20
2024-01-18,Store XX,00,France,Uber,11421,89
2024-01-18,Store XX,09,China,Uber,28908,99
2024-01-18,Store CO,04,Japan,Twitter,20216,84
2024-01-18,Store CO,08,Brazil,Twitter,87324,27
2024-01-18,Store CO,05,China,Amazon,69261,33
2024-01-18,Store CO,11,Canada,Snapchat,43128,60
2024-01-18,Store XX,02,UK,Twitter,81268,25
2024-01-18,Store WS,05,China,Amazon,53524,97
2024-01-18,Store CO,09,France,Uber,16119,53
2024-01-18,Store WS,07,Brazil,Snapchat,25559,9
2024-01-18,Store XX,07,USA,Amazon,97521,48
2024-01-18,Store WS,04,Japan,Snapchat,31768,91
2024-01-18,Store WS,07,USA,Amazon,37266,62
2024-01-18,Store WS,07,Brazil,Twitter,59365,93
2024-01-18,Store XX,01,Brazil,Uber,80325,9
2024-01-18,Store XX,00,France,Uber,13605,20
2024-01-18,Store XX,11,UK,Amazon,21415,87
2024-01-18,Store XX,05,China,Snapchat,24238,100
2024-01-18,Store WS,05,Brazil,Snapchat,57210,17
2024-01-18,Store XX,05,USA,Snapchat,52899,17
2024-01-18,Store CO,06,Japan,Amazon,75077,39
2024-01-18,Store CO,02,Brazil,Twitter,74292,70
2024-01-18,Store CO,06,Japan,Uber,32425,80
2024-01-18,Store CO,05,Japan,Snapchat,50890,22
2024-01-18,Store XX,11,Japan,Snapchat,88459,24
2024-01-18,Store CO,11,UK,Uber,79697,53
2024-01-18,Store CO,09,China,Uber,38354,34
2024-01-18,Store XX,04,UK,Amazon,43936,85
2024-01-18,Store CO,06,Japan,Amazon,90847,72
2024-01-18,Store XX,07,Canada,Uber,44790,75
2024-01-18,Store WS,08,Japan,Amazon,55958,88
2024-01-18,Store XX,09,Japan,Amazon,95796,54
2024-01-18,Store XX,02,France,Twitter,42728,89
2024-01-18,Store CO,03,Canada,Amazon,70426,73
2024-01-18,Store CO,10,Italy,Uber,89607,68
2024-01-18,Store WS,07,France,Uber,66684,30
2024-01-18,Store XX,04,UK,Twitter,31419,10
2024-01-18,Store XX,03,Brazil,Twitter,79584,2
2024-01-18,Store XX,01,China,Twitter,16205,65
2024-01-18,Store WS,04,France,Uber,94030,98
2024-01-18,Store WS,02,Canada,Uber,30348,22
2024-01-18,Store WS,07,Canada,Uber,33781,39
2024-01-18,Store XX,08,Japan,Snapchat,43824,69
2024-01-18,Store CO,08,Japan,Twitter,70064,74
2024-01-18,Store WS,05,Japan,Amazon,73141,43
2024-01-18,Store WS,04,Italy,Uber,94883,52
2024-01-18,Store CO,05,UK,Twitter,68063,76
2024-01-18,Store CO,04,Italy,Snapchat,64745,65
2024-01-18,Store CO,03,Italy,Amazon,68431,3
2024-01-18,Store WS,11,USA,Snapchat,43154,58
2024-01-18,Store WS,01,Japan,Twitter,81816,54
2024-01-18,Store CO,07,Japan,Snapchat,31639,69
2024-01-18,Store WS,04,China,Amazon,59388,24
2024-01-18,Store WS,09,USA,Uber,38166,1
2024-01-18,Store WS,03,China,Amazon,95731,40
2024-01-18,Store WS,02,Italy,Uber,99970,38
2024-01-18,Store XX,05,Japan,Snapchat,29751,23
2024-01-18,Store CO,09,Brazil,Twitter,85560,86
2024-01-18,Store WS,09,USA,Twitter,15952,44
2024-01-18,Store CO,04,Canada,Twitter,22169,50
2024-01-18,Store CO,03,UK,Uber,88654,4
2024-01-18,Store WS,11,UK,Uber,77810,27
2024-01-18,Store XX,02,UK,Twitter,48587,8
2024-01-18,Store WS,03,USA,Uber,71402,1
2024-01-18,Store CO,04,China,Twitter,29519,56
2024-01-18,Store WS,01,Canada,Snapchat,39619,80
2024-01-18,Store XX,01,USA,Snapchat,71344,10
2024-01-18,Store CO,00,Italy,Twitter,36466,52
2024-01-18,Store XX,01,Brazil,Snapchat,54233,61
2024-01-18,Store CO,07,China,Snapchat,61197,41
2024-01-18,Store WS,09,UK,Amazon,88512,31
2024-01-18,Store CO,06,Canada,Uber,71444,31
2024-01-18,Store XX,01,Brazil,Twitter,62769,72
2024-01-18,Store WS,05,Japan,Uber,60278,33
2024-01-18,Store WS,07,Brazil,Twitter,91947,35
2024-01-18,Store XX,10,France,Amazon,85758,58
2024-01-18,Store XX,02,Japan,Uber,49600,7
2024-01-18,Store CO,10,Canada,Snapchat,46025,69
2024-01-18,Store XX,00,USA,Uber,87245,18
2024-01-18,Store CO,07,UK,Twitter,66400,3
2024-01-18,Store WS,02,USA,Amazon,46379,55
2024-01-18,Store XX,02,Canada,Uber,50455,52
2024-01-18,Store CO,03,France,Snapchat,55985,29
2024-01-18,Store WS,05,Japan,Snapchat,60838,47
2024-01-18,Store CO,00,USA,Amazon,44525,76
2024-01-18,Store CO,05,USA,Amazon,11994,81
2024-01-18,Store WS,07,UK,Snapchat,23212,41
2024-01-18,Store CO,06,France,Snapchat,96373,36
2024-01-18,Store CO,05,Italy,Snapchat,64485,35
2024-01-18,Store CO,07,Brazil,Twitter,98922,34
2024-01-18,Store CO,01,Japan,Twitter,79640,9
2024-01-18,Store CO,01,USA,Snapchat,84534,5
2024-01-18,Store CO,08,China,Uber,62566,82
2024-01-18,Store WS,08,Brazil,Snapchat,18119,74
2024-01-18,Store XX,00,Italy,Twitter,95958,9
2024-01-18,Store CO,08,USA,Snapchat,68912,14
2024-01-18,Store WS,02,Canada,Uber,86569,13
2024-01-18,Store CO,02,Brazil,Snapchat,36916,78
2024-01-18,Store CO,04,Italy,Twitter,35225,34
2024-01-18,Store CO,04,Japan,Snapchat,77915,28
2024-01-18,Store CO,03,France,Uber,85490,53
2024-01-18,Store WS,09,Brazil,Snapchat,36478,27
2024-01-18,Store XX,00,UK,Twitter,85484,12
2024-01-18,Store WS,11,USA,Amazon,94531,81
2024-01-18,Store XX,06,China,Twitter,95092,86
2024-01-18,Store XX,04,France,Snapchat,61059,99
2024-01-18,Store WS,05,France,Amazon,24157,7
2024-01-18,Store CO,09,Brazil,Amazon,91420,87
2024-01-18,Store WS,05,UK,Amazon,75323,81
2024-01-18,Store WS,05,China,Uber,62608,7
2024-01-18,Store XX,03,France,Snapchat,39688,79
2024-01-18,Store XX,04,Canada,Snapchat,85971,18
2024-01-18,Store WS,06,Brazil,Amazon,48407,91
2024-01-18,Store XX,07,Japan,Amazon,29393,78
2024-01-18,Store CO,08,France,Uber,44418,97
2024-01-18,Store CO,04,Italy,Amazon,76031,57
2024-01-18,Store XX,04,France,Amazon,12860,24
2024-01-18,Store XX,04,France,Amazon,13057,18
2024-01-18,Store WS,03,Japan,Snapchat,12378,100
2024-01-18,Store CO,05,Brazil,Snapchat,96539,53
2024-01-18,Store XX,04,Canada,Snapchat,37372,60
2024-01-18,Store CO,04,Italy,Twitter,11828,31
2024-01-18,Store CO,07,France,Amazon,60318,23
2024-01-18,Store WS,04,Japan,Amazon,36760,87
2024-01-18,Store WS,02,Canada,Amazon,49284,84
2024-01-18,Store XX,09,Canada,Snapchat,82186,79
2024-01-18,Store XX,04,Italy,Snapchat,28660,60
2024-01-18,Store XX,07,Japan,Amazon,70192,36
2024-01-18,Store XX,02,Italy,Snapchat,48089,31
2024-01-18,Store XX,00,France,Twitter,39748,90
2024-01-18,Store CO,07,USA,Uber,44590,101
2024-01-18,Store XX,07,France,Uber,42169,39
2024-01-18,Store CO,02,UK,Twitter,70202,101
2024-01-18,Store WS,00,Japan,Snapchat,73146,80
2024-01-18,Store WS,00,Canada,Twitter,25623,15
2024-01-18,Store WS,02,Canada,Amazon,50729,8
2024-01-18,Store CO,01,Japan,Snapchat,50275,74
2024-01-18,Store CO,04,France,Uber,29848,6
2024-01-18,Store CO,04,USA,Twitter,38292,33
2024-01-18,Store CO,01,USA,Twitter,74034,28
2024-01-18,Store CO,07,Italy,Twitter,18270,32
2024-01-18,Store XX,02,Canada,Amazon,73903,9
2024-01-18,Store CO,05,Italy,Twitter,83230,58
2024-01-18,Store WS,07,Japan,Uber,10518,48
2024-01-18,Store WS,00,China,Uber,97072,52
2024-01-18,Store CO,11,France,Twitter,41323,15
2024-01-18,Store CO,11,Canada,Twitter,22741,89
2024-01-18,Store XX,10,China,Snapchat,29458,98
2024-01-18,Store XX,01,UK,Amazon,78897,79
2024-01-18,Store CO,03,China,Twitter,52587,15
2024-01-18,Store CO,07,Japan,Twitter,62900,68
2024-01-18,Store XX,11,Canada,Snapchat,94679,40
2024-01-18,Store XX,00,Canada,Amazon,87313,62
2024-01-18,Store CO,03,Canada,Snapchat,45469,46
2024-01-18,Store XX,06,UK,Snapchat,60768,90
2024-01-18,Store XX,04,France,Amazon,69499,8
2024-01-18,Store WS,09,France,Amazon,84850,68
2024-01-18,Store XX,08,China,Amazon,83781,14
2024-01-18,Store CO,05,France,Twitter,46586,22
2024-01-18,Store XX,04,France,Amazon,79974,75
2024-01-18,Store XX,03,Japan,Amazon,31728,98
2024-01-18,Store XX,02,UK,Amazon,15255,62
2024-01-18,Store CO,05,USA,Twitter,20084,98
2024-01-18,Store WS,02,Canada,Twitter,85764,48
2024-01-18,Store XX,07,China,Uber,84930,16
2024-01-18,Store CO,06,UK,Snapchat,83459,38
2024-01-18,Store WS,05,Italy,Snapchat,10474,38
2024-01-18,Store CO,06,Japan,Snapchat,62321,94
2024-01-18,Store CO,03,USA,Twitter,64788,53
2024-01-18,Store XX,01,Italy,Amazon,98547,24
2024-01-18,Store WS,06,France,Uber,88178,99
2024-01-18,Store XX,10,China,Twitter,53718,62
2024-01-18,Store WS,01,Japan,Amazon,54919,59
2024-01-18,Store WS,01,USA,Amazon,21611,45
2024-01-18,Store CO,04,UK,Snapchat,66215,18
2024-01-18,Store XX,06,France,Twitter,74027,16
2024-01-18,Store CO,07,China,Snapchat,77417,43
2024-01-18,Store XX,10,France,Uber,33467,83
2024-01-18,Store WS,11,Brazil,Uber,41640,37
2024-01-18,Store WS,05,Japan,Snapchat,52603,98
2024-01-18,Store WS,03,Japan,Snapchat,41167,73
2024-01-18,Store WS,07,Brazil,Twitter,39131,17
2024-01-18,Store CO,02,Brazil,Twitter,39095,7
2024-01-18,Store WS,02,Japan,Amazon,81314,35
2024-01-18,Store CO,07,Italy,Snapchat,97074,43
2024-01-18,Store CO,03,USA,Uber,58492,33
2024-01-18,Store WS,05,China,Amazon,16623,32
2024-01-18,Store XX,09,Japan,Amazon,71401,24
2024-01-18,Store WS,10,China,Amazon,40287,48
2024-01-18,Store CO,03,Japan,Amazon,64488,24
2024-01-18,Store WS,08,Italy,Snapchat,99963,73
2024-01-18,Store WS,09,Japan,Uber,76213,48
2024-01-18,Store WS,02,Japan,Uber,87841,61
2024-01-18,Store WS,11,Italy,Snapchat,43597,61
2024-01-18,Store XX,10,Brazil,Uber,35591,19
2024-01-18,Store CO,08,Canada,Snapchat,70772,21
2024-01-18,Store WS,04,USA,Snapchat,79022,18
2024-01-18,Store WS,00,China,Uber,53292,34
2024-01-18,Store WS,06,Canada,Amazon,80051,63
2024-01-18,Store WS,06,UK,Amazon,84203,12
2024-01-18,Store WS,09,Italy,Amazon,27063,36
2024-01-18,Store CO,07,Canada,Uber,93920,38
2024-01-18,Store WS,11,France,Snapchat,89302,77
2024-01-18,Store WS,10,France,Uber,53853,54
2024-01-18,Store WS,07,USA,Snapchat,51895,82
2024-01-18,Store WS,11,UK,Twitter,23220,90
2024-01-18,Store XX,00,UK,Amazon,62228,38
2024-01-18,Store WS,03,Italy,Snapchat,12958,95
2024-01-18,Store XX,08,China,Amazon,95700,69
2024-01-18,Store CO,07,USA,Snapchat,82268,15
2024-01-18,Store CO,09,China,Twitter,41165,77
2024-01-18,Store XX,02,Italy,Twitter,14066,72
2024-01-18,Store WS,01,Canada,Amazon,68225,98
2024-01-18,Store CO,00,Canada,Snapchat,32485,82
2024-01-18,Store XX,06,UK,Twitter,93577,6
2024-01-18,Store XX,11,Canada,Amazon,25578,52
2024-01-18,Store CO,04,France,Twitter,24166,84
2024-01-18,Store WS,03,Italy,Snapchat,80246,48
2024-01-18,Store WS,10,UK,Snapchat,29293,35
2024-01-18,Store XX,02,Brazil,Amazon,77220,55
2024-01-18,Store WS,04,Japan,Twitter,70028,60
2024-01-18,Store WS,05,France,Uber,63809,51
2024-01-18,Store CO,05,Japan,Amazon,88446,88
2024-01-18,Store CO,01,Brazil,Amazon,54450,36
2024-01-18,Store CO,04,China,Twitter,24703,83
2024-01-18,Store CO,01,France,Twitter,65477,98
2024-01-18,Store WS,02,Japan,Twitter,68315,86
2024-01-18,Store XX,09,Brazil,Snapchat,86230,2
2024-01-18,Store CO,08,France,Snapchat,83436,12
2024-01-18,Store XX,04,China,Amazon,80937,70
2024-01-18,Store WS,09,Japan,Amazon,24648,81
2024-01-18,Store WS,06,China,Twitter,94135,97
2024-01-18,Store XX,08,Canada,Snapchat,83581,68
2024-01-18,Store WS,05,Brazil,Twitter,17747,42
2024-01-18,Store XX,02,Brazil,Snapchat,47664,64
2024-01-18,Store CO,06,USA,Snapchat,74554,71
2024-01-18,Store CO,04,Japan,Twitter,52216,68
2024-01-18,Store WS,05,Brazil,Twitter,15225,31
2024-01-18,Store CO,00,France,Amazon,77615,36
2024-01-18,Store WS,09,UK,Twitter,45208,80
2024-01-18,Store XX,06,Italy,Uber,61644,58
2024-01-18,Store WS,11,Japan,Amazon,22602,55
2024-01-18,Store XX,05,Brazil,Snapchat,43756,90
2024-01-18,Store CO,11,China,Uber,31893,34
2024-01-18,Store XX,07,Italy,Amazon,10302,34
2024-01-18,Store XX,05,Italy,Twitter,20055,30
2024-01-18,Store CO,07,Italy,Amazon,75161,46
2024-01-18,Store CO,04,Canada,Snapchat,30790,26
2024-01-18,Store XX,07,China,Uber,57466,38
2024-01-18,Store WS,02,USA,Amazon,28877,57
2024-01-18,Store CO,03,Canada,Uber,91779,46
2024-01-18,Store XX,07,Brazil,Snapchat,26542,50
2024-01-18,Store XX,11,Italy,Amazon,86780,30
2024-01-18,Store CO,00,UK,Snapchat,40085,40
2024-01-18,Store CO,11,Japan,Amazon,46236,27
2024-01-18,Store XX,08,Italy,Twitter,92246,8
2024-01-18,Store WS,07,China,Twitter,62988,26
2024-01-18,Store CO,00,France,Amazon,15963,71
2024-01-18,Store WS,10,USA,Twitter,99557,56
2024-01-18,Store CO,05,Brazil,Uber,55673,47
2024-01-18,Store WS,02,China,Twitter,69237,58
2024-01-18,Store WS,10,France,Snapchat,39347,30
2024-01-18,Store WS,11,USA,Twitter,65336,18
2024-01-18,Store WS,04,Japan,Snapchat,43142,9
2024-01-18,Store CO,05,Brazil,Amazon,47057,63
2024-01-18,Store XX,07,Italy,Snapchat,85294,58
2024-01-18,Store CO,09,USA,Uber,18899,55
2024-01-18,Store XX,11,Japan,Uber,97774,60
2024-01-18,Store XX,10,Japan,Snapchat,52417,81
2024-01-18,Store CO,10,Italy,Snapchat,99075,55
2024-01-18,Store XX,11,UK,Amazon,48773,33
2024-01-18,Store CO,02,Brazil,Amazon,57170,4
2024-01-18,Store WS,04,Canada,Amazon,62683,32
2024-01-18,Store WS,04,Canada,Twitter,55157,39
2024-01-18,Store CO,06,Brazil,Twitter,78739,51
2024-01-18,Store WS,06,Italy,Uber,83523,8
2024-01-18,Store CO,02,Japan,Amazon,55396,6
2024-01-18,Store WS,06,Canada,Uber,97919,96
2024-01-18,Store WS,08,USA,Twitter,64907,79
2024-01-18,Store XX,10,USA,Amazon,48060,77
2024-01-18,Store WS,01,China,Twitter,16971,5
2024-01-18,Store WS,06,Brazil,Twitter,88095,25
2024-01-18,Store XX,06,Japan,Snapchat,16975,95
2024-01-18,Store WS,00,China,Twitter,10542,86
2024-01-18,Store WS,08,UK,Twitter,43326,16
2024-01-18,Store XX,09,Italy,Snapchat,36107,101
2024-01-18,Store CO,02,USA,Snapchat,76674,90
2024-01-18,Store WS,09,France,Snapchat,32323,88
2024-01-18,Store WS,10,Japan,Amazon,92068,23
2024-01-18,Store XX,04,UK,Uber,43720,4
2024-01-18,Store XX,09,Canada,Snapchat,19610,92
2024-01-18,Store CO,09,UK,Uber,55609,44
2024-01-18,Store CO,02,China,Amazon,65963,92
2024-01-18,Store CO,00,Japan,Uber,22236,85
2024-01-18,Store CO,05,UK,Amazon,32083,29
2024-01-18,Store XX,03,USA,Amazon,11748,7
2024-01-18,Store CO,09,USA,Amazon,59964,69
2024-01-18,Store CO,03,Japan,Twitter,50860,14
2024-01-18,Store WS,06,USA,Uber,56588,100
2024-01-18,Store WS,04,UK,Twitter,35514,97
2024-01-18,Store WS,09,Japan,Snapchat,92684,51
2024-01-18,Store XX,03,USA,Uber,91868,28
2024-01-18,Store XX,00,Canada,Amazon,59422,18
2024-01-18,Store WS,10,China,Amazon,14123,5
2024-01-18,Store XX,07,UK,Amazon,74390,56
2024-01-18,Store WS,04,France,Amazon,91917,42
2024-01-18,Store XX,06,USA,Uber,28183,16
2024-01-18,Store CO,08,Japan,Snapchat,28314,4
2024-01-18,Store CO,07,Italy,Uber,59385,66
2024-01-18,Store CO,08,UK,Snapchat,10928,99
2024-01-18,Store WS,04,Brazil,Amazon,54039,64
2024-01-18,Store CO,08,UK,Uber,55049,29
2024-01-18,Store WS,06,UK,Uber,22659,58
2024-01-18,Store CO,00,Italy,Amazon,27124,19
2024-01-18,Store XX,09,UK,Snapchat,51192,51
2024-01-18,Store WS,06,Brazil,Uber,49877,34
2024-01-18,Store CO,05,UK,Amazon,28724,51
2024-01-18,Store WS,04,Brazil,Amazon,68425,61
2024-01-18,Store CO,02,Japan,Amazon,19808,50
2024-01-18,Store WS,11,USA,Amazon,56303,92
2024-01-18,Store CO,09,Japan,Snapchat,57211,29
2024-01-18,Store WS,06,China,Uber,92894,101
2024-01-18,Store CO,01,China,Snapchat,34572,40
2024-01-18,Store CO,01,Italy,Uber,72637,47
2024-01-18,Store CO,08,UK,Uber,11540,20
2024-01-18,Store CO,10,Brazil,Twitter,68729,45
2024-01-18,Store XX,04,USA,Twitter,68091,51
2024-01-18,Store XX,08,Japan,Uber,87852,52
2024-01-18,Store XX,05,Italy,Uber,19403,44
2024-01-18,Store WS,09,USA,Snapchat,30644,54
2024-01-18,Store XX,00,Italy,Uber,78279,94
2024-01-18,Store CO,07,Italy,Snapchat,95707,21
2024-01-18,Store CO,06,UK,Uber,94568,89
2024-01-18,Store CO,08,Italy,Uber,11639,73
2024-01-18,Store WS,05,Japan,Twitter,37997,67
2024-01-18,Store XX,03,Japan,Snapchat,19359,52
2024-01-18,Store WS,01,UK,Twitter,85712,95
2024-01-18,Store WS,02,Italy,Uber,53635,59
2024-01-18,Store XX,11,Canada,Snapchat,80551,21
2024-01-18,Store XX,02,USA,Snapchat,72291,85
2024-01-18,Store XX,11,Japan,Snapchat,60096,6
2024-01-18,Store CO,00,Canada,Amazon,60174,32
2024-01-18,Store WS,08,China,Uber,47005,34
2024-01-18,Store CO,07,France,Uber,18654,9
2024-01-18,Store CO,09,UK,Twitter,89724,54
2024-01-18,Store XX,09,USA,Snapchat,75032,88
2024-01-18,Store CO,02,Brazil,Snapchat,14901,37
2024-01-18,Store WS,04,USA,Snapchat,99436,39
2024-01-18,Store WS,07,UK,Snapchat,37764,18
2024-01-18,Store CO,10,Italy,Amazon,84744,83
2024-01-18,Store CO,09,UK,Snapchat,48678,46
2024-01-18,Store CO,00,France,Snapchat,27882,46
2024-01-18,Store CO,00,Japan,Snapchat,41321,81
2024-01-18,Store WS,05,Canada,Twitter,36961,77
2024-01-18,Store WS,05,Brazil,Twitter,75471,10
2024-01-18,Store WS,02,UK,Twitter,33358,27
2024-01-18,Store XX,05,Japan,Uber,48464,13
2024-01-18,Store CO,08,Japan,Amazon,70923,73
2024-01-18,Store XX,03,Japan,Amazon,58580,64
2024-01-18,Store XX,00,Brazil,Snapchat,24297,91
2024-01-18,Store WS,06,Japan,Amazon,36177,43
2024-01-18,Store CO,00,France,Uber,68705,69
2024-01-18,Store WS,10,Canada,Uber,87593,85
2024-01-18,Store CO,08,Brazil,Uber,22096,74
2024-01-18,Store XX,09,Brazil,Twitter,58963,52
2024-01-18,Store XX,04,UK,Snapchat,30753,23
2024-01-18,Store XX,00,Japan,Snapchat,18144,36
2024-01-18,Store XX,09,UK,Amazon,21630,81
2024-01-18,Store CO,01,USA,Uber,49887,5
2024-01-18,Store XX,03,China,Uber,40535,5
2024-01-18,Store XX,06,China,Snapchat,44280,62
2024-01-18,Store WS,00,Canada,Uber,95737,31
2024-01-18,Store CO,01,UK,Uber,90368,25
2024-01-18,Store CO,01,Italy,Amazon,25570,80
2024-01-18,Store XX,01,Brazil,Snapchat,52019,43
2024-01-18,Store XX,07,Italy,Uber,80428,61
2024-01-18,Store XX,08,Japan,Uber,44110,79
2024-01-18,Store WS,08,Japan,Snapchat,54686,1
2024-01-18,Store CO,07,Brazil,Snapchat,30811,11
2024-01-18,Store XX,05,France,Snapchat,28030,69
2024-01-18,Store XX,10,France,Twitter,21757,51
2024-01-18,Store CO,06,USA,Amazon,83138,27
2024-01-18,Store CO,09,France,Twitter,36379,97
2024-01-18,Store WS,02,France,Uber,74911,56
2024-01-18,Store WS,10,USA,Snapchat,24398,79
2024-01-18,Store XX,09,Japan,Snapchat,84268,62
2024-01-18,Store XX,06,Canada,Snapchat,97892,4
2024-01-18,Store WS,03,Brazil,Uber,87793,67
2024-01-18,Store XX,01,UK,Twitter,14025,99
2024-01-18,Store XX,08,Italy,Uber,26811,79
2024-01-18,Store XX,11,USA,Twitter,67221,69
2024-01-18,Store CO,04,Canada,Twitter,78374,7
2024-01-18,Store CO,11,USA,Amazon,59752,35
2024-01-18,Store CO,07,UK,Snapchat,35813,2
2024-01-18,Store XX,02,China,Uber,25073,31
2024-01-18,Store XX,03,France,Twitter,26204,69
2024-01-18,Store WS,06,Brazil,Twitter,29580,98
2024-01-18,Store CO,00,Brazil,Uber,39285,39
2024-01-18,Store WS,06,UK,Uber,73721,48
2024-01-18,Store CO,11,USA,Uber,29296,47
2024-01-18,Store CO,05,Italy,Twitter,81931,78
2024-01-18,Store XX,05,China,Uber,98521,16
2024-01-18,Store XX,02,Japan,Uber,45001,71
2024-01-18,Store WS,11,Italy,Twitter,36428,89
2024-01-18,Store XX,06,Brazil,Twitter,16156,90
2024-01-18,Store WS,01,UK,Uber,63458,98
2024-01-18,Store XX,09,France,Amazon,16847,29
2024-01-18,Store CO,08,Japan,Amazon,40544,4
2024-01-18,Store XX,03,Canada,Twitter,82544,77
2024-01-18,Store XX,02,France,Snapchat,62178,43
2024-01-18,Store XX,09,USA,Twitter,43580,4
2024-01-18,Store WS,01,Brazil,Uber,62846,97
2024-01-18,Store WS,03,France,Snapchat,48853,32
2024-01-18,Store CO,06,Brazil,Uber,87368,41
2024-01-18,Store CO,11,USA,Uber,41835,99
2024-01-18,Store WS,03,Brazil,Amazon,66745,29
2024-01-18,Store XX,06,Canada,Twitter,19103,31
2024-01-18,Store CO,10,UK,Snapchat,16640,1
2024-01-18,Store CO,05,USA,Snapchat,22014,100
2024-01-18,Store XX,04,France,Amazon,40597,85
2024-01-18,Store WS,01,France,Snapchat,78738,68
2024-01-18,Store WS,06,Japan,Twitter,63746,93
2024-01-18,Store CO,10,China,Twitter,28565,80
2024-01-18,Store WS,03,Japan,Snapchat,22998,78
2024-01-18,Store XX,00,UK,Uber,68007,69
2024-01-18,Store WS,11,USA,Uber,66782,76
2024-01-18,Store WS,06,Brazil,Amazon,74396,63
2024-01-18,Store WS,03,USA,Uber,62197,77
2024-01-18,Store WS,11,UK,Uber,70578,53
2024-01-18,Store WS,00,Italy,Twitter,32072,14
2024-01-18,Store XX,00,China,Snapchat,23702,82
2024-01-18,Store XX,00,UK,Amazon,37730,51
2024-01-18,Store CO,04,China,Amazon,88104,76
2024-01-18,Store XX,10,Italy,Amazon,60029,32
2024-01-18,Store WS,11,USA,Amazon,73157,38
2024-01-18,Store WS,01,Brazil,Amazon,64103,58
2024-01-18,Store CO,06,France,Snapchat,40451,60
2024-01-18,Store WS,08,France,Snapchat,36893,57
2024-01-18,Store WS,06,China,Uber,94724,76
2024-01-18,Store XX,07,Canada,Snapchat,89252,83
2024-01-18,Store WS,11,Japan,Snapchat,87003,68
2024-01-18,Store CO,02,USA,Twitter,47118,101
2024-01-18,Store WS,09,Japan,Twitter,60038,81
2024-01-18,Store CO,08,France,Uber,37194,23
2024-01-18,Store XX,05,USA,Uber,21930,23
2024-01-18,Store XX,08,UK,Snapchat,22561,73
2024-01-18,Store XX,05,Canada,Uber,49177,15
2024-01-18,Store CO,04,Japan,Twitter,88605,63
2024-01-18,Store WS,00,China,Uber,86945,32
2024-01-18,Store XX,06,China,Twitter,10504,57
2024-01-18,Store CO,04,Canada,Twitter,34833,28
2024-01-18,Store CO,02,Japan,Twitter,42343,43
2024-01-18,Store XX,01,China,Twitter,66824,59
